50000,50.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.993180,38.783002,7.798470
50000,100.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.921620,71.644208,14.640267
50000,150.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.818520,95.606333,19.845688
50000,200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.721000,113.088889,23.768361
50000,300.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.573460,134.427707,28.745209
50000,400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.479260,146.868465,31.633564
50000,600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.350500,162.482638,35.351547
50000,800.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.273140,170.954099,37.410766
50000,1000.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.228940,175.992233,38.647519
50000,1200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.196080,179.588644,39.428839
50000,1400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.170300,182.202339,40.180440
50000,1600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,200.000000,0.149600,184.494616,40.795226
50000,50.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,1.000000,38.889782,7.756718
50000,100.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.998240,77.993950,15.625392
50000,150.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.985180,115.655618,23.167623
50000,200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.958320,149.869243,30.114043
50000,300.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.877840,207.407889,42.143477
50000,400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.795480,249.259190,50.780997
50000,600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.656860,306.657483,62.955836
50000,800.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.554360,342.424094,70.407123
50000,1000.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.472820,369.328501,76.220416
50000,1200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.412000,387.789027,80.313230
50000,1400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.371060,399.712435,82.900439
50000,1600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,500.000000,0.332840,411.235555,85.459572
50000,50.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,1.000000,38.929482,7.771153
50000,100.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,1.000000,77.674172,15.517724
50000,150.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.999840,117.074610,23.470265
50000,200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.998220,157.260059,31.516439
50000,300.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.985440,231.041012,46.432956
50000,400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.958960,298.694282,60.092859
50000,600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.881520,413.895497,83.396848
50000,800.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.797120,499.774727,100.985064
50000,1000.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.720800,565.763227,114.461642
50000,1200.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.656180,612.355975,124.002179
50000,1400.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.598660,655.356284,132.993356
50000,1600.000000,50.000000,200.000000,50.000000,150.000000,5.000000,10.000000,1000.000000,0.548580,689.571843,140.278727
