50000,600.000000,50.000000,100.000000,0.000000,0.025620,0.000000
50000,600.000000,50.000000,100.000000,30.000000,0.093840,0.070951
50000,600.000000,50.000000,100.000000,60.000000,0.158620,0.134629
50000,600.000000,50.000000,100.000000,125.000000,0.280840,0.257783
50000,600.000000,50.000000,100.000000,225.000000,0.431240,0.412981
50000,600.000000,50.000000,100.000000,360.000000,0.589780,0.570645
50000,600.000000,50.000000,100.000000,450.000000,0.672620,0.650353
50000,600.000000,50.000000,100.000000,600.000000,0.773360,0.749837
50000,600.000000,50.000000,100.000000,900.000000,0.891120,0.866877
50000,600.000000,50.000000,100.000000,1800.000000,0.987100,0.963380
50000,600.000000,50.000000,100.000000,2400.000000,0.996980,0.972669
50000,600.000000,50.000000,100.000000,3600.000000,0.999840,0.975337
