100000,800.000000,250.000000,500.000000,100.000000,250.000000,0,0.361595,0.320197
100000,800.000000,250.000000,500.000000,100.000000,250.000000,1,0.399022,0.396736
100000,800.000000,250.000000,500.000000,100.000000,250.000000,2,0.149372,0.165199
100000,800.000000,250.000000,500.000000,100.000000,250.000000,3,0.056239,0.068788
100000,800.000000,250.000000,500.000000,100.000000,250.000000,4,0.021056,0.028643
100000,800.000000,250.000000,500.000000,100.000000,250.000000,5,0.008074,0.011927
100000,800.000000,250.000000,500.000000,100.000000,250.000000,6,0.002950,0.004966
100000,800.000000,250.000000,500.000000,100.000000,250.000000,7,0.001036,0.002068
100000,800.000000,250.000000,500.000000,100.000000,250.000000,8,0.000420,0.000861
100000,800.000000,250.000000,500.000000,100.000000,250.000000,9,0.000153,0.000359
100000,800.000000,250.000000,500.000000,100.000000,250.000000,10,0.000051,0.000149
100000,800.000000,250.000000,500.000000,100.000000,250.000000,11,0.000025,0.000062
100000,800.000000,250.000000,500.000000,100.000000,250.000000,12,0.000006,0.000026

100000,500.000000,50.000000,200.000000,70.000000,100.000000,0,0.087914,0.242215
100000,500.000000,50.000000,200.000000,70.000000,100.000000,1,0.382418,0.458620
100000,500.000000,50.000000,200.000000,70.000000,100.000000,2,0.189882,0.181058
100000,500.000000,50.000000,200.000000,70.000000,100.000000,3,0.105813,0.071480
100000,500.000000,50.000000,200.000000,70.000000,100.000000,4,0.066039,0.028219
100000,500.000000,50.000000,200.000000,70.000000,100.000000,5,0.045253,0.011141
100000,500.000000,50.000000,200.000000,70.000000,100.000000,6,0.031895,0.004398
100000,500.000000,50.000000,200.000000,70.000000,100.000000,7,0.023855,0.001736
100000,500.000000,50.000000,200.000000,70.000000,100.000000,8,0.017392,0.000685
100000,500.000000,50.000000,200.000000,70.000000,100.000000,9,0.013075,0.000271
100000,500.000000,50.000000,200.000000,70.000000,100.000000,10,0.009287,0.000107
100000,500.000000,50.000000,200.000000,70.000000,100.000000,11,0.007081,0.000042
100000,500.000000,50.000000,200.000000,70.000000,100.000000,12,0.005124,0.000017
100000,500.000000,50.000000,200.000000,70.000000,100.000000,13,0.003782,0.000007
100000,500.000000,50.000000,200.000000,70.000000,100.000000,14,0.002867,0.000003
100000,500.000000,50.000000,200.000000,70.000000,100.000000,15,0.002209,0.000001
100000,500.000000,50.000000,200.000000,70.000000,100.000000,16,0.001616,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,17,0.001139,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,18,0.000732,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,19,0.000638,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,20,0.000512,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,21,0.000366,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,22,0.000289,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,23,0.000235,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,24,0.000166,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,25,0.000120,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,26,0.000051,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,27,0.000040,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,28,0.000060,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,29,0.000051,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,30,0.000040,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,31,0.000006,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,32,0.000011,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,33,0.000011,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,34,0.000009,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,35,0.000003,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,38,0.000006,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,39,0.000003,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,40,0.000006,0.000000
100000,500.000000,50.000000,200.000000,70.000000,100.000000,43,0.000003,0.000000

5,500.000000,50.000000,200.000000,70.000000,100.000000,0,0.166667,0.242215
5,500.000000,50.000000,200.000000,70.000000,100.000000,1,0.111111,0.458620
5,500.000000,50.000000,200.000000,70.000000,100.000000,2,0.333333,0.181058
5,500.000000,50.000000,200.000000,70.000000,100.000000,3,0.111111,0.071480
5,500.000000,50.000000,200.000000,70.000000,100.000000,4,0.055556,0.028219
5,500.000000,50.000000,200.000000,70.000000,100.000000,6,0.111111,0.004398
5,500.000000,50.000000,200.000000,70.000000,100.000000,8,0.055556,0.000685
5,500.000000,50.000000,200.000000,70.000000,100.000000,13,0.055556,0.000007

5,500.000000,50.000000,200.000000,70.000000,100.000000,0,0.357143,0.242215
5,500.000000,50.000000,200.000000,70.000000,100.000000,1,0.428571,0.458620
5,500.000000,50.000000,200.000000,70.000000,100.000000,2,0.142857,0.181058
5,500.000000,50.000000,200.000000,70.000000,100.000000,3,0.071429,0.071480

5,500.000000,50.000000,200.000000,70.000000,100.000000,0,0.500000,0.242215
5,500.000000,50.000000,200.000000,70.000000,100.000000,1,0.375000,0.458620
5,500.000000,50.000000,200.000000,70.000000,100.000000,2,0.125000,0.181058

5,500.000000,50.000000,200.000000,70.000000,100.000000,0,0.166667,0.242215
5,500.000000,50.000000,200.000000,70.000000,100.000000,1,0.666667,0.458620
